country,date,accumulated_comfirmed,increase_of_confirmed,increased_of_confirmed
Afghanistan,2020-03-01,1,0.0,0
Afghanistan,2020-03-13,7,6.0,6
Afghanistan,2020-03-21,24,17.0,17
Afghanistan,2020-03-08,4,-20.0,-20
Afghanistan,2020-03-26,94,90.0,90
Afghanistan,2020-03-03,1,-93.0,-93
Afghanistan,2020-03-04,1,0.0,0
Afghanistan,2020-03-09,4,3.0,3
Afghanistan,2020-03-20,24,20.0,20
Afghanistan,2020-03-14,11,-13.0,-13
Afghanistan,2020-03-16,21,10.0,10
Afghanistan,2020-03-15,16,-5.0,-5
Afghanistan,2020-03-10,5,-11.0,-11
Afghanistan,2020-03-24,74,69.0,69
Afghanistan,2020-03-05,1,-73.0,-73
Afghanistan,2020-03-02,1,0.0,0
Afghanistan,2020-03-27,110,109.0,109
Afghanistan,2020-03-07,1,-109.0,-109
Afghanistan,2020-03-22,40,39.0,39
Afghanistan,2020-03-12,7,-33.0,-33
Afghanistan,2020-03-17,22,15.0,15
Afghanistan,2020-03-19,22,0.0,0
Afghanistan,2020-03-18,22,0.0,0
Afghanistan,2020-03-25,84,62.0,62
Afghanistan,2020-03-06,1,-83.0,-83
Afghanistan,2020-03-23,40,39.0,39
Afghanistan,2020-03-11,7,-33.0,-33
Albania,2020-03-18,59,0.0,0
Albania,2020-03-08,0,-59.0,-59
Albania,2020-03-14,38,38.0,38
Albania,2020-03-27,186,148.0,148
Albania,2020-03-03,0,-186.0,-186
Albania,2020-03-02,0,0.0,0
Albania,2020-03-05,0,0.0,0
Albania,2020-03-09,2,2.0,2
Albania,2020-03-06,0,-2.0,-2
Albania,2020-03-04,0,0.0,0
Albania,2020-03-24,123,123.0,123
Albania,2020-03-19,64,-59.0,-59
Albania,2020-03-20,70,6.0,6
Albania,2020-03-25,146,76.0,76
Albania,2020-03-07,0,-146.0,-146
Albania,2020-03-21,76,76.0,76
Albania,2020-03-26,174,98.0,98
Albania,2020-03-11,12,-162.0,-162
Albania,2020-03-15,42,30.0,30
Albania,2020-03-17,55,13.0,13
Albania,2020-03-01,0,-55.0,-55
Albania,2020-03-12,23,23.0,23
Albania,2020-03-16,51,28.0,28
Albania,2020-03-13,33,-18.0,-18
Albania,2020-03-23,104,71.0,71
Albania,2020-03-10,10,-94.0,-94
Albania,2020-03-22,89,79.0,79
Algeria,2020-03-27,409,0.0,0
Algeria,2020-03-20,90,-319.0,-319
Algeria,2020-03-18,74,-16.0,-16
Algeria,2020-03-07,17,-57.0,-57
Algeria,2020-03-25,302,285.0,285
Algeria,2020-03-17,60,-242.0,-242
Algeria,2020-03-02,3,-57.0,-57
Algeria,2020-03-08,19,16.0,16
Algeria,2020-03-24,264,245.0,245
Algeria,2020-03-01,1,-263.0,-263
Algeria,2020-03-22,201,200.0,200
Algeria,2020-03-04,12,-189.0,-189
Algeria,2020-03-16,54,42.0,42
Algeria,2020-03-06,17,-37.0,-37
Algeria,2020-03-12,24,7.0,7
Algeria,2020-03-09,20,-4.0,-4
Algeria,2020-03-21,139,119.0,119
Algeria,2020-03-05,12,-127.0,-127
Algeria,2020-03-19,87,75.0,75
Algeria,2020-03-11,20,-67.0,-67
Algeria,2020-03-15,48,28.0,28
Algeria,2020-03-14,37,-11.0,-11
Algeria,2020-03-03,5,-32.0,-32
Algeria,2020-03-13,26,21.0,21
Algeria,2020-03-26,367,341.0,341
Algeria,2020-03-10,20,-347.0,-347
Algeria,2020-03-23,230,210.0,210
Andorra,2020-03-06,1,0.0,0
Andorra,2020-03-02,1,0.0,0
Andorra,2020-03-24,164,163.0,163
Andorra,2020-03-05,1,-163.0,-163
Andorra,2020-03-12,1,0.0,0
Andorra,2020-03-27,267,266.0,266
Andorra,2020-03-07,1,-266.0,-266
Andorra,2020-03-01,0,-1.0,-1
Andorra,2020-03-22,113,113.0,113
Andorra,2020-03-17,39,-74.0,-74
Andorra,2020-03-10,1,-38.0,-38
Andorra,2020-03-19,53,52.0,52
Andorra,2020-03-14,1,-52.0,-52
Andorra,2020-03-15,1,0.0,0
Andorra,2020-03-11,1,0.0,0
Andorra,2020-03-08,1,0.0,0
Andorra,2020-03-13,1,0.0,0
Andorra,2020-03-03,1,0.0,0
Andorra,2020-03-09,1,0.0,0
Andorra,2020-03-16,2,1.0,1
Andorra,2020-03-23,133,131.0,131
Andorra,2020-03-25,188,55.0,55
Andorra,2020-03-04,1,-187.0,-187
Andorra,2020-03-21,88,87.0,87
Andorra,2020-03-20,75,-13.0,-13
Andorra,2020-03-18,39,-36.0,-36
Andorra,2020-03-26,224,185.0,185
Angola,2020-03-14,0,0.0,0
Angola,2020-03-11,0,0.0,0
Angola,2020-03-19,0,0.0,0
Angola,2020-03-07,0,0.0,0
Angola,2020-03-08,0,0.0,0
Angola,2020-03-21,2,2.0,2
Angola,2020-03-27,4,2.0,2
Angola,2020-03-13,0,-4.0,-4
Angola,2020-03-26,4,4.0,4
Angola,2020-03-06,0,-4.0,-4
Angola,2020-03-18,0,0.0,0
Angola,2020-03-03,0,0.0,0
Angola,2020-03-05,0,0.0,0
Angola,2020-03-22,2,2.0,2
Angola,2020-03-09,0,-2.0,-2
Angola,2020-03-20,1,1.0,1
Angola,2020-03-04,0,-1.0,-1
Angola,2020-03-01,0,0.0,0
Angola,2020-03-23,3,3.0,3
Angola,2020-03-25,3,0.0,0
Angola,2020-03-24,3,0.0,0
Angola,2020-03-17,0,-3.0,-3
Angola,2020-03-10,0,0.0,0
Angola,2020-03-02,0,0.0,0
Angola,2020-03-16,0,0.0,0
Angola,2020-03-12,0,0.0,0
Angola,2020-03-15,0,0.0,0
Antigua and Barbuda,2020-03-16,1,0.0,0
Antigua and Barbuda,2020-03-03,0,-1.0,-1
Antigua and Barbuda,2020-03-13,1,1.0,1
Antigua and Barbuda,2020-03-26,7,6.0,6
Antigua and Barbuda,2020-03-09,0,-7.0,-7
Antigua and Barbuda,2020-03-23,3,3.0,3
Antigua and Barbuda,2020-03-02,0,-3.0,-3
Antigua and Barbuda,2020-03-12,0,0.0,0
Antigua and Barbuda,2020-03-10,0,0.0,0
Antigua and Barbuda,2020-03-20,1,1.0,1
Antigua and Barbuda,2020-03-19,1,0.0,0
Antigua and Barbuda,2020-03-27,7,6.0,6
Antigua and Barbuda,2020-03-17,1,-6.0,-6
Antigua and Barbuda,2020-03-06,0,-1.0,-1
Antigua and Barbuda,2020-03-07,0,0.0,0
Antigua and Barbuda,2020-03-11,0,0.0,0
Antigua and Barbuda,2020-03-18,1,1.0,1
Antigua and Barbuda,2020-03-21,1,0.0,0
Antigua and Barbuda,2020-03-08,0,-1.0,-1
Antigua and Barbuda,2020-03-05,0,0.0,0
Antigua and Barbuda,2020-03-22,1,1.0,1
Antigua and Barbuda,2020-03-25,3,2.0,2
Antigua and Barbuda,2020-03-15,1,-2.0,-2
Antigua and Barbuda,2020-03-24,3,2.0,2
Antigua and Barbuda,2020-03-01,0,-3.0,-3
Antigua and Barbuda,2020-03-04,0,0.0,0
Antigua and Barbuda,2020-03-14,1,1.0,1
Argentina,2020-03-24,387,0.0,0
Argentina,2020-03-02,0,-387.0,-387
Argentina,2020-03-09,12,12.0,12
Argentina,2020-03-16,56,44.0,44
Argentina,2020-03-04,1,-55.0,-55
Argentina,2020-03-12,19,18.0,18
Argentina,2020-03-21,158,139.0,139
Argentina,2020-03-15,45,-113.0,-113
Argentina,2020-03-13,31,-14.0,-14
Argentina,2020-03-10,17,-14.0,-14
Argentina,2020-03-25,387,370.0,370
Argentina,2020-03-03,1,-386.0,-386
Argentina,2020-03-19,97,96.0,96
Argentina,2020-03-14,34,-63.0,-63
Argentina,2020-03-08,12,-22.0,-22
Argentina,2020-03-20,128,116.0,116
Argentina,2020-03-17,68,-60.0,-60
Argentina,2020-03-18,79,11.0,11
Argentina,2020-03-22,266,187.0,187
Argentina,2020-03-05,1,-265.0,-265
Argentina,2020-03-27,589,588.0,588
Argentina,2020-03-07,8,-581.0,-581
Argentina,2020-03-01,0,-8.0,-8
Argentina,2020-03-23,301,301.0,301
Argentina,2020-03-06,2,-299.0,-299
Argentina,2020-03-26,502,500.0,500
Argentina,2020-03-11,19,-483.0,-483
Armenia,2020-03-17,78,0.0,0
Armenia,2020-03-20,136,58.0,58
Armenia,2020-03-03,1,-135.0,-135
Armenia,2020-03-19,115,114.0,114
Armenia,2020-03-01,1,-114.0,-114
Armenia,2020-03-11,1,0.0,0
Armenia,2020-03-15,26,25.0,25
Armenia,2020-03-09,1,-25.0,-25
Armenia,2020-03-08,1,0.0,0
Armenia,2020-03-22,194,193.0,193
Armenia,2020-03-06,1,-193.0,-193
Armenia,2020-03-14,18,17.0,17
Armenia,2020-03-25,265,247.0,247
Armenia,2020-03-24,249,-16.0,-16
Armenia,2020-03-23,235,-14.0,-14
Armenia,2020-03-05,1,-234.0,-234
Armenia,2020-03-02,1,0.0,0
Armenia,2020-03-16,52,51.0,51
Armenia,2020-03-26,290,238.0,238
Armenia,2020-03-07,1,-289.0,-289
Armenia,2020-03-13,8,7.0,7
Armenia,2020-03-18,84,76.0,76
Armenia,2020-03-12,4,-80.0,-80
Armenia,2020-03-04,1,-3.0,-3
Armenia,2020-03-10,1,0.0,0
Armenia,2020-03-21,160,159.0,159
Armenia,2020-03-27,329,169.0,169
Australia,2020-03-06,60,0.0,0
Australia,2020-03-13,200,140.0,140
Australia,2020-03-09,91,-109.0,-109
Australia,2020-03-16,377,286.0,286
Australia,2020-03-19,681,304.0,304
Australia,2020-03-18,568,-113.0,-113
Australia,2020-03-23,1682,1114.0,1114
Australia,2020-03-26,2810,1128.0,1128
Australia,2020-03-21,1071,-1739.0,-1739
Australia,2020-03-08,76,-995.0,-995
Australia,2020-03-11,128,52.0,52
Australia,2020-03-01,27,-101.0,-101
Australia,2020-03-03,39,12.0,12
Australia,2020-03-04,52,13.0,13
Australia,2020-03-14,250,198.0,198
Australia,2020-03-15,297,47.0,47
Australia,2020-03-12,128,-169.0,-169
Australia,2020-03-02,30,-98.0,-98
Australia,2020-03-05,55,25.0,25
Australia,2020-03-07,63,8.0,8
Australia,2020-03-20,791,728.0,728
Australia,2020-03-10,107,-684.0,-684
Australia,2020-03-27,3143,3036.0,3036
Australia,2020-03-25,2364,-779.0,-779
Australia,2020-03-24,2044,-320.0,-320
Australia,2020-03-17,452,-1592.0,-1592
Australia,2020-03-22,1549,1097.0,1097
Austria,2020-03-10,182,0.0,0
Austria,2020-03-21,2814,2632.0,2632
Austria,2020-03-12,302,-2512.0,-2512
Austria,2020-03-17,1332,1030.0,1030
Austria,2020-03-06,55,-1277.0,-1277
Austria,2020-03-25,5588,5533.0,5533
Austria,2020-03-02,18,-5570.0,-5570
Austria,2020-03-27,7657,7639.0,7639
Austria,2020-03-07,79,-7578.0,-7578
Austria,2020-03-05,41,-38.0,-38
Austria,2020-03-01,14,-27.0,-27
Austria,2020-03-11,246,232.0,232
Austria,2020-03-26,6909,6663.0,6663
Austria,2020-03-23,4474,-2435.0,-2435
Austria,2020-03-22,3582,-892.0,-892
Austria,2020-03-16,1018,-2564.0,-2564
Austria,2020-03-04,29,-989.0,-989
Austria,2020-03-18,1646,1617.0,1617
Austria,2020-03-13,504,-1142.0,-1142
Austria,2020-03-19,2013,1509.0,1509
Austria,2020-03-14,655,-1358.0,-1358
Austria,2020-03-03,21,-634.0,-634
Austria,2020-03-15,860,839.0,839
Austria,2020-03-08,104,-756.0,-756
Austria,2020-03-20,2388,2284.0,2284
Austria,2020-03-24,5283,2895.0,2895
Austria,2020-03-09,131,-5152.0,-5152
Azerbaijan,2020-03-15,23,0.0,0
Azerbaijan,2020-03-23,72,49.0,49
Azerbaijan,2020-03-03,3,-69.0,-69
Azerbaijan,2020-03-27,165,162.0,162
Azerbaijan,2020-03-19,44,-121.0,-121
Azerbaijan,2020-03-17,28,-16.0,-16
Azerbaijan,2020-03-05,6,-22.0,-22
Azerbaijan,2020-03-01,3,-3.0,-3
Azerbaijan,2020-03-14,15,12.0,12
Azerbaijan,2020-03-06,6,-9.0,-9
Azerbaijan,2020-03-22,65,59.0,59
Azerbaijan,2020-03-09,9,-56.0,-56
Azerbaijan,2020-03-11,11,2.0,2
Azerbaijan,2020-03-24,87,76.0,76
Azerbaijan,2020-03-26,122,35.0,35
Azerbaijan,2020-03-07,9,-113.0,-113
Azerbaijan,2020-03-10,11,2.0,2
Azerbaijan,2020-03-12,11,0.0,0
Azerbaijan,2020-03-13,15,4.0,4
Azerbaijan,2020-03-21,53,38.0,38
Azerbaijan,2020-03-18,28,-25.0,-25
Azerbaijan,2020-03-16,28,0.0,0
Azerbaijan,2020-03-08,9,-19.0,-19
Azerbaijan,2020-03-02,3,-6.0,-6
Azerbaijan,2020-03-04,3,0.0,0
Azerbaijan,2020-03-25,93,90.0,90
Azerbaijan,2020-03-20,44,-49.0,-49
Bahamas,2020-03-10,0,0.0,0
Bahamas,2020-03-12,0,0.0,0
Bahamas,2020-03-05,0,0.0,0
Bahamas,2020-03-11,0,0.0,0
Bahamas,2020-03-24,5,5.0,5
Bahamas,2020-03-19,3,-2.0,-2
Bahamas,2020-03-03,0,-3.0,-3
Bahamas,2020-03-25,5,5.0,5
Bahamas,2020-03-04,0,-5.0,-5
Bahamas,2020-03-23,4,4.0,4
Bahamas,2020-03-26,9,5.0,5
Bahamas,2020-03-18,1,-8.0,-8
Bahamas,2020-03-17,1,0.0,0
Bahamas,2020-03-06,0,-1.0,-1
Bahamas,2020-03-27,10,10.0,10
Bahamas,2020-03-22,4,-6.0,-6
Bahamas,2020-03-09,0,-4.0,-4
Bahamas,2020-03-01,0,0.0,0
Bahamas,2020-03-20,3,3.0,3
Bahamas,2020-03-15,0,-3.0,-3
Bahamas,2020-03-14,0,0.0,0
Bahamas,2020-03-21,4,4.0,4
Bahamas,2020-03-08,0,-4.0,-4
Bahamas,2020-03-16,1,1.0,1
Bahamas,2020-03-02,0,-1.0,-1
Bahamas,2020-03-07,0,0.0,0
Bahamas,2020-03-13,0,0.0,0
Bahrain,2020-03-22,334,0.0,0
Bahrain,2020-03-16,214,-120.0,-120
Bahrain,2020-03-13,195,-19.0,-19
Bahrain,2020-03-06,60,-135.0,-135
Bahrain,2020-03-17,228,168.0,168
Bahrain,2020-03-27,466,238.0,238
Bahrain,2020-03-02,49,-417.0,-417
Bahrain,2020-03-12,195,146.0,146
Bahrain,2020-03-10,110,-85.0,-85
Bahrain,2020-03-20,285,175.0,175
Bahrain,2020-03-03,49,-236.0,-236
Bahrain,2020-03-09,95,46.0,46
Bahrain,2020-03-05,55,-40.0,-40
Bahrain,2020-03-19,278,223.0,223
Bahrain,2020-03-07,85,-193.0,-193
Bahrain,2020-03-24,392,307.0,307
Bahrain,2020-03-21,305,-87.0,-87
Bahrain,2020-03-08,85,-220.0,-220
Bahrain,2020-03-23,377,292.0,292
Bahrain,2020-03-01,47,-330.0,-330
Bahrain,2020-03-11,195,148.0,148
Bahrain,2020-03-04,52,-143.0,-143
Bahrain,2020-03-15,214,162.0,162
Bahrain,2020-03-25,419,205.0,205
Bahrain,2020-03-26,458,39.0,39
Bahrain,2020-03-14,210,-248.0,-248
Bahrain,2020-03-18,256,46.0,46
Bangladesh,2020-03-11,3,0.0,0
Bangladesh,2020-03-12,3,0.0,0
Bangladesh,2020-03-09,3,0.0,0
Bangladesh,2020-03-01,0,-3.0,-3
Bangladesh,2020-03-21,25,25.0,25
Bangladesh,2020-03-20,20,-5.0,-5
Bangladesh,2020-03-10,3,-17.0,-17
Bangladesh,2020-03-07,0,-3.0,-3
Bangladesh,2020-03-18,14,14.0,14
Bangladesh,2020-03-24,39,25.0,25
Bangladesh,2020-03-25,39,0.0,0
Bangladesh,2020-03-27,48,9.0,9
Bangladesh,2020-03-04,0,-48.0,-48
Bangladesh,2020-03-05,0,0.0,0
Bangladesh,2020-03-08,3,3.0,3
Bangladesh,2020-03-14,3,0.0,0
Bangladesh,2020-03-22,27,24.0,24
Bangladesh,2020-03-15,5,-22.0,-22
Bangladesh,2020-03-02,0,-5.0,-5
Bangladesh,2020-03-19,17,17.0,17
Bangladesh,2020-03-17,10,-7.0,-7
Bangladesh,2020-03-13,3,-7.0,-7
Bangladesh,2020-03-06,0,-3.0,-3
Bangladesh,2020-03-26,44,44.0,44
Bangladesh,2020-03-23,33,-11.0,-11
Bangladesh,2020-03-03,0,-33.0,-33
Bangladesh,2020-03-16,8,8.0,8
Barbados,2020-03-20,5,0.0,0
Barbados,2020-03-04,0,-5.0,-5
Barbados,2020-03-08,0,0.0,0
Barbados,2020-03-26,18,18.0,18
Barbados,2020-03-15,0,-18.0,-18
Barbados,2020-03-25,18,18.0,18
Barbados,2020-03-10,0,-18.0,-18
Barbados,2020-03-07,0,0.0,0
Barbados,2020-03-12,0,0.0,0
Barbados,2020-03-05,0,0.0,0
Barbados,2020-03-02,0,0.0,0
Barbados,2020-03-17,2,2.0,2
Barbados,2020-03-23,17,15.0,15
Barbados,2020-03-22,14,-3.0,-3
Barbados,2020-03-13,0,-14.0,-14
Barbados,2020-03-27,24,24.0,24
Barbados,2020-03-16,0,-24.0,-24
Barbados,2020-03-03,0,0.0,0
Barbados,2020-03-14,0,0.0,0
Barbados,2020-03-24,18,18.0,18
Barbados,2020-03-21,6,-12.0,-12
Barbados,2020-03-18,2,-4.0,-4
Barbados,2020-03-01,0,-2.0,-2
Barbados,2020-03-19,5,5.0,5
Barbados,2020-03-11,0,-5.0,-5
Barbados,2020-03-06,0,0.0,0
Barbados,2020-03-09,0,0.0,0
Belarus,2020-03-23,81,0.0,0
Belarus,2020-03-01,1,-80.0,-80
Belarus,2020-03-12,12,11.0,11
Belarus,2020-03-02,1,-11.0,-11
Belarus,2020-03-21,76,75.0,75
Belarus,2020-03-16,36,-40.0,-40
Belarus,2020-03-07,6,-30.0,-30
Belarus,2020-03-03,1,-5.0,-5
Belarus,2020-03-17,36,35.0,35
Belarus,2020-03-10,9,-27.0,-27
Belarus,2020-03-11,9,0.0,0
Belarus,2020-03-24,81,72.0,72
Belarus,2020-03-25,86,5.0,5
Belarus,2020-03-06,6,-80.0,-80
Belarus,2020-03-04,6,0.0,0
Belarus,2020-03-15,27,21.0,21
Belarus,2020-03-19,51,24.0,24
Belarus,2020-03-09,6,-45.0,-45
Belarus,2020-03-26,86,80.0,80
Belarus,2020-03-20,69,-17.0,-17
Belarus,2020-03-27,94,25.0,25
Belarus,2020-03-14,27,-67.0,-67
Belarus,2020-03-22,76,49.0,49
Belarus,2020-03-13,27,-49.0,-49
Belarus,2020-03-08,6,-21.0,-21
Belarus,2020-03-18,51,45.0,45
Belarus,2020-03-05,6,-45.0,-45
Belgium,2020-03-06,109,0.0,0
Belgium,2020-03-17,1243,1134.0,1134
Belgium,2020-03-07,169,-1074.0,-1074
Belgium,2020-03-01,2,-167.0,-167
Belgium,2020-03-21,2815,2813.0,2813
Belgium,2020-03-16,1058,-1757.0,-1757
Belgium,2020-03-25,4937,3879.0,3879
Belgium,2020-03-18,1486,-3451.0,-3451
Belgium,2020-03-15,886,-600.0,-600
Belgium,2020-03-26,6235,5349.0,5349
Belgium,2020-03-14,689,-5546.0,-5546
Belgium,2020-03-08,200,-489.0,-489
Belgium,2020-03-24,4269,4069.0,4069
Belgium,2020-03-04,23,-4246.0,-4246
Belgium,2020-03-05,50,27.0,27
Belgium,2020-03-22,3401,3351.0,3351
Belgium,2020-03-11,314,-3087.0,-3087
Belgium,2020-03-09,239,-75.0,-75
Belgium,2020-03-10,267,28.0,28
Belgium,2020-03-23,3743,3476.0,3476
Belgium,2020-03-20,2257,-1486.0,-1486
Belgium,2020-03-27,7284,5027.0,5027
Belgium,2020-03-13,559,-6725.0,-6725
Belgium,2020-03-12,314,-245.0,-245
Belgium,2020-03-19,1795,1481.0,1481
Belgium,2020-03-02,8,-1787.0,-1787
Belgium,2020-03-03,13,5.0,5
Belize,2020-03-07,0,0.0,0
Belize,2020-03-24,1,1.0,1
Belize,2020-03-10,0,-1.0,-1
Belize,2020-03-25,2,2.0,2
Belize,2020-03-03,0,-2.0,-2
Belize,2020-03-02,0,0.0,0
Belize,2020-03-04,0,0.0,0
Belize,2020-03-12,0,0.0,0
Belize,2020-03-09,0,0.0,0
Belize,2020-03-20,0,0.0,0
Belize,2020-03-05,0,0.0,0
Belize,2020-03-27,2,2.0,2
Belize,2020-03-19,0,-2.0,-2
Belize,2020-03-16,0,0.0,0
Belize,2020-03-23,1,1.0,1
Belize,2020-03-22,0,-1.0,-1
Belize,2020-03-13,0,0.0,0
Belize,2020-03-11,0,0.0,0
Belize,2020-03-06,0,0.0,0
Belize,2020-03-18,0,0.0,0
Belize,2020-03-01,0,0.0,0
Belize,2020-03-17,0,0.0,0
Belize,2020-03-15,0,0.0,0
Belize,2020-03-26,2,2.0,2
Belize,2020-03-21,0,-2.0,-2
Belize,2020-03-14,0,0.0,0
Belize,2020-03-08,0,0.0,0
Benin,2020-03-09,0,0.0,0
Benin,2020-03-26,6,6.0,6
Benin,2020-03-08,0,-6.0,-6
Benin,2020-03-27,6,6.0,6
Benin,2020-03-04,0,-6.0,-6
Benin,2020-03-03,0,0.0,0
Benin,2020-03-24,6,6.0,6
Benin,2020-03-18,2,-4.0,-4
Benin,2020-03-19,2,0.0,0
Benin,2020-03-06,0,-2.0,-2
Benin,2020-03-21,2,2.0,2
Benin,2020-03-01,0,-2.0,-2
Benin,2020-03-23,5,5.0,5
Benin,2020-03-11,0,-5.0,-5
Benin,2020-03-20,2,2.0,2
Benin,2020-03-25,6,4.0,4
Benin,2020-03-14,0,-6.0,-6
Benin,2020-03-07,0,0.0,0
Benin,2020-03-02,0,0.0,0
Benin,2020-03-12,0,0.0,0
Benin,2020-03-10,0,0.0,0
Benin,2020-03-16,1,1.0,1
Benin,2020-03-15,0,-1.0,-1
Benin,2020-03-17,1,1.0,1
Benin,2020-03-13,0,-1.0,-1
Benin,2020-03-22,2,2.0,2
Benin,2020-03-05,0,-2.0,-2
Bhutan,2020-03-16,1,0.0,0
Bhutan,2020-03-24,2,1.0,1
Bhutan,2020-03-04,0,-2.0,-2
Bhutan,2020-03-27,3,3.0,3
Bhutan,2020-03-25,2,-1.0,-1
Bhutan,2020-03-12,1,-1.0,-1
Bhutan,2020-03-18,1,0.0,0
Bhutan,2020-03-10,1,0.0,0
Bhutan,2020-03-15,1,0.0,0
Bhutan,2020-03-11,1,0.0,0
Bhutan,2020-03-20,2,1.0,1
Bhutan,2020-03-03,0,-2.0,-2
Bhutan,2020-03-08,1,1.0,1
Bhutan,2020-03-02,0,-1.0,-1
Bhutan,2020-03-19,1,1.0,1
Bhutan,2020-03-06,1,0.0,0
Bhutan,2020-03-05,0,-1.0,-1
Bhutan,2020-03-23,2,2.0,2
Bhutan,2020-03-07,1,-1.0,-1
Bhutan,2020-03-17,1,0.0,0
Bhutan,2020-03-21,2,1.0,1
Bhutan,2020-03-22,2,0.0,0
Bhutan,2020-03-26,2,0.0,0
Bhutan,2020-03-01,0,-2.0,-2
Bhutan,2020-03-14,1,1.0,1
Bhutan,2020-03-09,1,0.0,0
Bhutan,2020-03-13,1,0.0,0
Bolivia,2020-03-05,0,0.0,0
Bolivia,2020-03-23,27,27.0,27
Bolivia,2020-03-24,29,2.0,2
Bolivia,2020-03-18,12,-17.0,-17
Bolivia,2020-03-17,11,-1.0,-1
Bolivia,2020-03-01,0,-11.0,-11
Bolivia,2020-03-21,19,19.0,19
Bolivia,2020-03-06,0,-19.0,-19
Bolivia,2020-03-11,2,2.0,2
Bolivia,2020-03-19,12,10.0,10
Bolivia,2020-03-27,61,49.0,49
Bolivia,2020-03-10,0,-61.0,-61
Bolivia,2020-03-03,0,0.0,0
Bolivia,2020-03-09,0,0.0,0
Bolivia,2020-03-20,15,15.0,15
Bolivia,2020-03-08,0,-15.0,-15
Bolivia,2020-03-07,0,0.0,0
Bolivia,2020-03-12,2,2.0,2
Bolivia,2020-03-26,43,41.0,41
Bolivia,2020-03-14,10,-33.0,-33
Bolivia,2020-03-22,24,14.0,14
Bolivia,2020-03-02,0,-24.0,-24
Bolivia,2020-03-16,11,11.0,11
Bolivia,2020-03-13,3,-8.0,-8
Bolivia,2020-03-04,0,-3.0,-3
Bolivia,2020-03-15,10,10.0,10
Bolivia,2020-03-25,32,22.0,22
Bosnia and Herzegovina,2020-03-02,0,0.0,0
Bosnia and Herzegovina,2020-03-03,0,0.0,0
Bosnia and Herzegovina,2020-03-23,136,136.0,136
Bosnia and Herzegovina,2020-03-22,126,-10.0,-10
Bosnia and Herzegovina,2020-03-07,3,-123.0,-123
Bosnia and Herzegovina,2020-03-11,7,4.0,4
Bosnia and Herzegovina,2020-03-15,24,17.0,17
Bosnia and Herzegovina,2020-03-01,0,-24.0,-24
Bosnia and Herzegovina,2020-03-21,93,93.0,93
Bosnia and Herzegovina,2020-03-20,89,-4.0,-4
Bosnia and Herzegovina,2020-03-27,237,148.0,148
Bosnia and Herzegovina,2020-03-09,3,-234.0,-234
Bosnia and Herzegovina,2020-03-19,63,60.0,60
Bosnia and Herzegovina,2020-03-08,3,-60.0,-60
Bosnia and Herzegovina,2020-03-16,25,22.0,22
Bosnia and Herzegovina,2020-03-04,0,-25.0,-25
Bosnia and Herzegovina,2020-03-05,2,2.0,2
Bosnia and Herzegovina,2020-03-24,166,164.0,164
Bosnia and Herzegovina,2020-03-18,38,-128.0,-128
Bosnia and Herzegovina,2020-03-13,13,-25.0,-25
Bosnia and Herzegovina,2020-03-14,18,5.0,5
Bosnia and Herzegovina,2020-03-10,5,-13.0,-13
Bosnia and Herzegovina,2020-03-25,176,171.0,171
Bosnia and Herzegovina,2020-03-26,191,15.0,15
Bosnia and Herzegovina,2020-03-17,26,-165.0,-165
Bosnia and Herzegovina,2020-03-12,11,-15.0,-15
Bosnia and Herzegovina,2020-03-06,2,-9.0,-9
Brazil,2020-03-20,793,0.0,0
Brazil,2020-03-05,4,-789.0,-789
Brazil,2020-03-08,20,16.0,16
Brazil,2020-03-22,1546,1526.0,1526
Brazil,2020-03-24,2247,701.0,701
Brazil,2020-03-18,372,-1875.0,-1875
Brazil,2020-03-21,1021,649.0,649
Brazil,2020-03-06,13,-1008.0,-1008
Brazil,2020-03-09,25,12.0,12
Brazil,2020-03-23,1924,1899.0,1899
Brazil,2020-03-19,621,-1303.0,-1303
Brazil,2020-03-07,13,-608.0,-608
Brazil,2020-03-10,31,18.0,18
Brazil,2020-03-11,38,7.0,7
Brazil,2020-03-13,151,113.0,113
Brazil,2020-03-03,2,-149.0,-149
Brazil,2020-03-16,200,198.0,198
Brazil,2020-03-12,52,-148.0,-148
Brazil,2020-03-17,321,269.0,269
Brazil,2020-03-26,2985,2664.0,2664
Brazil,2020-03-02,2,-2983.0,-2983
Brazil,2020-03-15,162,160.0,160
Brazil,2020-03-25,2554,2392.0,2392
Brazil,2020-03-04,4,-2550.0,-2550
Brazil,2020-03-01,2,-2.0,-2
Brazil,2020-03-14,151,149.0,149
Brazil,2020-03-27,3417,3266.0,3266
Brunei,2020-03-06,0,0.0,0
Brunei,2020-03-26,114,114.0,114
Brunei,2020-03-24,104,-10.0,-10
Brunei,2020-03-16,54,-50.0,-50
Brunei,2020-03-18,68,14.0,14
Brunei,2020-03-11,11,-57.0,-57
Brunei,2020-03-23,91,80.0,80
Brunei,2020-03-19,75,-16.0,-16
Brunei,2020-03-17,56,-19.0,-19
Brunei,2020-03-10,1,-55.0,-55
Brunei,2020-03-05,0,-1.0,-1
Brunei,2020-03-25,109,109.0,109
Brunei,2020-03-04,0,-109.0,-109
Brunei,2020-03-03,0,0.0,0
Brunei,2020-03-12,11,11.0,11
Brunei,2020-03-09,1,-10.0,-10
Brunei,2020-03-02,0,-1.0,-1
Brunei,2020-03-15,50,50.0,50
Brunei,2020-03-20,78,28.0,28
